ENCFF486ADH_PTBP1	ENCFF983TGB_PTBP1	ENCFF138XJC_FUS	ENCFF169XEG_FUS	ENCFF020XNK_U2AF2	ENCFF298TSM_U2AF2	ENCFF703PUD_PCBP1	ENCFF793CAH_PCBP1	ENCFF714YYN_SRSF1	ENCFF801DDP_SRSF1	ENCFF078KLK_HNRNPC	ENCFF682EBX_HNRNPC	ENCFF196EOX_HNRNPA1	ENCFF786LGW_HNRNPA1	ENCFF758ALR_HNRNPL	ENCFF888EAZ_HNRNPL
chr7_+_55984847_55984878_55991828_55991884_55994894_55994938	0.02	0.06	0.04	0	0	0.07	0.02	0.03	0.13	0.08	0.06	0.18	0.06	0.03	0.02	0.05
chr7_+_56060807_56060940_56061747_56061849_56062683_56062755	0.96	0.98	0.98	0.96	0.73	0.62	0.99	0.98	0.92	0.93	1	0.99	0.95	0.96	0.97	0.97
chr7_+_56072997_56073111_56074174_56074218_56074586_56074639	0.92	0.95	0.91	0.92	0.56	0.6	0.9	0.93	0.91	0.93	0.92	0.95	0.97	0.85	0.98	0.99
chr7_+_66076039_66076093_66081803_66081997_66082368_66082451	0.9	0.95	0.91	0.89	0.68	0.71	0.84	0.81	0.94	0.95	0.88	0.65	0.95	0.89	0.88	0.88
chr7_+_66127704_66127740_66130744_66130842_66134280_66134374	0.9	0.94	0.89	0.96	0.88	0.83	0.98	0.95	0.95	0.95	0.83	0.86	1	0.9	1	1
chr7_+_72890933_72891110_72913765_72913828_72926262_72926477	0.07	0.1	0.11	0.06	0	0.05	0.05	0.13	0.12	0.15	0.12	0.17	0.19	0.05	0.1	0.08
chr7_+_74189822_74189918_74190247_74190306_74194741_74194878	0.07	0.09	0.23	0.2	0.2	0.16	0.12	0.11	0.11	0.12	0.06	0.06	0.05	0.06	0.16	0.22
chr7_+_74716894_74716950_74718879_74718941_74728786_74728896	0.4	0.4	0.37	0.34	0.18	0.19	0.42	0.4	0.48	0.42	0.61	0.58	0.57	0.51	0.38	0.35
chr7_+_75879172_75879260_75881365_75881486_75881829_75882124	0.13	0.19	0.24	0.11	0.29	0.27	0.26	0.23	0.15	0.14	0.17	0.25	0.19	0.42	0.27	0.6
chr7_+_76048161_76048226_76054830_76054998_76057410_76057447	0.99	0.98	0.98	1	0.97	0.98	0.99	0.99	0.99	0.98	0.95	0.99	0.94	0.99	1	0.99
chr7_+_76492153_76492253_76497337_76497477_76500441_76500520	0.04	0.12	0.36	0.25	0.97	0.93	0.36	0.42	0.08	0.31	0.29	0.53	0.5	0.62	0.18	0.15
chr7_+_77571153_77571186_77581427_77581503_77583555_77583650	0.99	0.98	0.98	0.99	0.99	0.99	1	0.99	0.96	0.99	1	0.95	1	0.95	1	1
chr7_+_79454935_79455007_79455890_79456180_79458847_79458999	0.12	0.17	0.09	0.18	0.03	0	0.1	0	0	0	0.07	0	0	0.09	0.1	0.04
chr7_+_87193725_87194102_87194684_87194828_87195031_87195166	0.95	0.88	0.89	0.89	0.66	0.67	0.93	0.92	0.97	0.97	0.81	0.77	0.98	0.9	0.96	1
chr7_+_100882053_100882241_100882765_100883090_100884070_100884239	0.12	0.06	0.23	0.29	0.22	0.07	0.02	0.07	0.01	0.04	0.11	0.14	0.1	0.09	0.07	0.17
chr7_+_103304411_103304490_103307596_103307708_103308952_103309095	0.87	0.9	0.97	0.93	0.34	0.33	0.92	0.96	0.92	0.96	0.69	0.8	0.74	0.77	0.94	0.97
chr7_+_107613332_107613432_107613654_107613732_107618328_107623317	0	0.04	0.16	0.16	0.15	0	0.16	0.16	0.09	0.04	0	0	0.17	0.05	0.08	0.04
chr7_+_117131885_117131960_117134124_117134192_117136081_117136235	0.2	0.14	0.21	0.32	0.22	0.15	0.32	0.25	0.58	0.52	0.25	0.43	0.21	0.25	0.5	0.48
chr7_+_130500462_130500532_130500789_130500890_130502644_130502720	1	0.99	0.96	0.94	0.66	0.5	0.96	1	0.93	0.91	0.72	0.96	0.97	1	0.97	0.97
chr7_+_134933194_134933390_134935688_134935765_134941092_134941237	0.11	0.17	0.11	0.09	0.06	0.09	0.13	0.11	0.13	0.13	0.04	0.08	0.09	0.05	0.08	0.05
chr7_+_143264992_143265092_143265261_143265296_143267617_143267733	0.99	0.97	0.98	0.96	0.79	0.92	0.89	0.93	0.98	0.97	0.93	0.97	0.92	0.92	0.97	0.99
chr7_+_149875598_149875645_149878678_149878790_149879335_149879357	0.97	0.93	0.89	0.93	0.81	0.82	0.89	0.87	0.96	0.98	0.84	0.87	0.93	0.9	0.9	0.95
chr7_+_152801621_152801731_152811697_152811733_152814550_152814645	0.08	0.18	0.21	0.22	0.07	0	0.06	0.06	0.53	0.47	0.09	0.08	0	0.07	0.05	0.03
chr7_+_155680669_155680908_155684933_155685052_155700773_155700944	0.05	0.02	0.05	0.07	0.13	0.15	0.03	0.02	0.07	0.12	0	0.03	0	0	0	0.14
chr7_+_157163810_157163863_157169048_157169122_157170304_157170450	0.9	0.95	0.94	0.97	0.69	0.79	0.98	0.98	1	0.94	0.94	0.97	0.93	0.87	0.89	0.97
chr7_-_22812974_22813185_22818000_22818048_22822677_22822791	0.99	0.98	0.99	0.98	0.95	0.89	0.99	0.98	0.98	0.99	0.99	0.99	0.99	1	0.99	0.98
chr7_-_23521707_23521840_23522121_23522432_23531789_23531980	0.18	0.16	0.32	0.26	0.19	0.05	0.29	0.12	0.27	0.16	0.12	0.15	0.15	0.04	0.23	0.09
chr7_-_26193251_26193373_26193575_26193694_26195847_26195909	0.99	0.99	0.99	1	0.99	0.99	0.99	0.99	0.99	0.98	0.96	0.97	0.98	0.99	0.99	1
chr7_-_26197622_26197732_26197831_26197866_26200572_26200746	0.15	0.15	0.13	0.14	0.03	0.03	0.13	0.12	0.05	0.06	0.26	0.29	0.14	0.16	0.13	0.14
chr7_-_29030577_29030759_29064061_29064234_29066023_29066121	1	0.99	0.99	0.97	0.98	1	0.97	0.99	0.99	1	0.98	0.98	1	1	0.98	1
chr7_-_30498803_30498938_30500536_30500681_30504569_30504829	0.79	0.96	0.64	0.61	0.67	0.67	0.86	0.78	0.63	0.69	0.7	0.63	0.89	0.95	0.81	0.73
chr7_-_43648600_43648652_43650493_43650712_43729429_43729474	0	0	0.06	0.02	0.03	0.21	0.03	0.01	0.03	0.01	0.05	0.09	0.05	0.02	0.05	0
chr7_-_43648600_43648652_43650612_43650712_43729429_43729474	0.02	0.01	0.07	0.11	0.15	0	0.1	0.06	0.12	0.1	0.12	0.13	0.05	0.07	0.03	0.03
chr7_-_44834310_44834562_44835529_44835658_44840899_44841012	0.99	0.98	0.98	0.97	0.99	1	0.97	0.95	0.94	0.96	0.97	0.98	0.99	1	0.95	0.98
chr7_-_44840899_44841012_44843277_44843354_44847969_44848021	0.93	0.96	0.9	1	0.91	0.81	0.91	0.84	0.8	0.73	1	0.98	0.85	0.94	0.96	0.92
chr7_-_50537860_50537979_50539915_50540028_50543885_50544113	0.62	0.72	0.54	0.46	0.53	0.5	0.52	0.55	0.64	0.51	0.68	0.56	0.35	0.45	0.36	0.35
chr7_-_56017277_56017379_56019600_56019734_56021073_56021231	0.98	0.95	0.92	0.94	0.91	0.95	0.97	0.91	0.92	0.91	0.95	0.91	0.95	0.92	0.94	1
chr7_-_75996499_75996599_76000890_76001002_76003758_76003855	0.94	0.82	0.9	0.85	0.55	0.6	0.74	0.8	0.89	0.93	0.9	1	0.6	0.87	0.89	0.79
chr7_-_76005259_76005404_76013742_76013887_76021851_76021992	0.74	0.85	0.75	0.67	0.6	0.94	0.86	0.93	0.57	0.78	0.83	0.57	0.65	0.86	0.83	0.81
chr7_-_94598936_94598963_94599697_94599723_94600646_94600674	0.9	0.93	0.9	0.94	0.86	0.85	0.98	0.94	0.98	0.99	0.91	0.91	0.93	0.95	1	0.99
chr7_-_94628202_94628359_94629719_94629841_94655990_94656045	0.69	0.9	0.79	0.77	0.52	0.48	0.65	0.61	0.7	0.79	0.81	0.71	0.68	0.68	0.57	0.74
chr7_-_95363863_95364063_95367362_95367488_95372173_95372338	0.89	0.86	0.95	0.96	0.94	0.45	0.93	1	0.97	0.94	0.91	0.96	0.74	0.79	0.95	0.75
chr7_-_95372173_95372338_95377533_95377676_95390154_95390209	0.1	0.14	0.12	0.09	0.09	0.04	0.18	0.06	0.17	0.21	0.16	0.17	0.15	0.08	0.14	0.21
chr7_-_99458195_99458355_99459147_99459263_99460086_99460193	0.96	0.92	0.97	0.96	0.94	0.94	0.9	0.92	0.94	0.94	0.92	0.95	0.92	0.93	0.9	0.9
chr7_-_99676115_99676208_99676317_99676576_99679826_99679953	0.06	0.09	0.11	0.1	0.07	0.06	0.17	0.05	0.07	0.1	0.12	0.12	0.31	0.36	0.11	0.2
chr7_-_100077303_100077433_100079536_100079656_100081635_100081703	0.76	0.74	0.67	0.76	0.16	0.21	0.66	0.77	0.65	0.7	0.71	0.88	0.82	0.87	0.85	0.78
chr7_-_101240830_101240906_101244007_101244139_101244960_101245075	0.95	0.96	0.98	1	0.9	0.89	0.93	0.88	0.97	0.96	0.89	0.96	0.88	0.92	0.91	0.95
chr7_-_102566997_102567083_102568010_102568184_102569835_102569924	0.5	0.44	0.41	0.27	0.17	0.28	0.74	0.69	0.34	0.38	0.45	0.26	0.22	0.38	0.39	0.44
chr7_-_103326543_103326684_103327332_103327378_103327656_103327754	0.03	0.06	0.13	0.32	0.05	0.06	0.18	0.12	0.16	0.13	0.16	0.07	0.11	0	0.04	0.11
chr7_-_122379368_122379442_122386295_122386309_122387026_122387173	0.33	0.45	0.46	0.45	0.55	0.67	0.27	0.23	0.18	0.16	0.73	0.86	0.36	0.24	0.3	0.25
chr7_-_148818037_148818117_148818978_148819059_148819596_148819687	0.03	0.08	0.11	0.15	0.05	0.05	0.05	0.02	0	0.01	0.14	0.08	0.13	0.04	0.02	0.24
chr7_-_151055532_151055606_151055753_151055848_151056580_151056636	1	0.92	0.92	0.96	0.66	0.33	0.96	1	0.95	0.95	0.83	0.84	1	1	0.81	0.89
chr7_-_158749649_158749723_158752781_158752843_158759486_158759581	0.17	0.18	0.08	0.08	0.28	0.23	0.15	0.14	0.34	0.33	0.19	0.08	0.31	0.35	0.07	0.07
chr8_+_431341_431444_432886_432935_435615_435700	0.8	0.84	0.97	0.83	0.99	0.98	0.77	0.84	0.8	0.79	0.91	0.92	0.85	0.88	0.82	0.58
chr8_+_9770131_9770262_9772369_9772423_9776650_9776929	0.04	0.13	0.17	0.16	0.26	0.16	0.08	0.11	0.09	0.05	0.11	0.06	0.05	0.04	0.29	0.17
chr8_+_11826079_11826215_11830244_11830420_11831518_11831581	1	0.99	1	1	0.99	0.99	0.99	0.99	1	1	0.99	1	0.99	0.99	1	1
chr8_+_17923028_17923188_17924713_17924780_17935589_17935706	0.91	0.88	1	0.93	1	1	0.9	1	0.88	0.92	0.85	0.79	0.91	0.89	0.82	0.92
chr8_+_17939691_17939861_17940042_17940158_17947186_17947363	0.48	0.4	0.62	0.55	0.26	0.2	0.56	0.66	0.29	0.39	0.5	0.41	0.51	0.48	0.52	0.55
chr8_+_17940042_17940158_17941647_17941835_17947186_17947363	0	0.04	0.02	0.1	0.01	0.03	0.03	0	0	0	0	0.04	0.1	0.08	0.12	0
chr8_+_17972673_17972687_17980591_17980755_17985447_17985619	0.6	0.64	0.64	0.69	0.37	0.16	0.71	0.57	0.81	0.8	0.33	0.51	0.65	0.72	0.31	0.47
chr8_+_17980591_17980755_17983233_17983289_17985447_17985619	0.22	0.18	0.19	0.14	0	0	0.06	0.02	0.04	0.09	0.39	0.14	0.1	0.08	0.4	0.38
chr8_+_19823895_19824044_19824803_19824972_19826426_19826488	0.96	0.97	0.98	0.95	1	0.94	0.94	0.98	0.93	1	0.96	0.98	0.97	1	0.99	0.92
chr8_+_22066838_22066893_22067085_22067159_22067527_22067648	0.9	0.88	0.94	0.84	0.25	0.22	0.59	0.47	0.94	1	0.85	0.65	0.95	0.85	0.96	0.86
chr8_+_22067527_22067682_22069016_22069060_22069419_22069456	1	0.96	0.96	0.96	0.4	0.35	0.9	0.88	0.95	1	0.93	0.91	1	0.96	0.92	0.87
chr8_+_22080618_22080625_22080805_22080870_22081113_22081193	0.44	0.38	0.3	0.22	0.03	0.13	0.43	0.47	0.16	0.3	0.13	0.18	0.33	0.4	0.38	0.3
chr8_+_22408310_22408496_22412037_22412206_22414780_22414902	1	1	0.99	1	1	1	0.94	0.91	1	0.99	0.78	0.8	0.97	0.97	0.98	0.93
chr8_+_22416073_22416280_22417651_22417835_22419552_22420140	1	1	0.99	0.99	0.84	0.87	0.97	0.98	0.97	0.99	1	0.99	0.99	0.99	1	0.99
chr8_+_23258732_23258830_23259066_23259126_23260144_23260286	1	0.94	0.85	0.78	0.7	0.72	0.95	0.88	0.86	0.72	1	0.97	0.83	0.81	1	0.97
chr8_+_39007886_39007983_39011658_39011716_39013965_39014043	1	0.98	0.98	1	0.98	0.98	0.96	0.98	0.97	0.98	0.99	0.96	0.95	1	1	0.99
chr8_+_39055577_39055772_39071298_39071403_39077228_39077411	0.86	0.98	1	0.97	0.98	0.99	0.97	0.98	0.98	0.99	0.99	0.98	0.95	0.99	0.97	1
chr8_+_42338605_42338685_42339012_42339069_42344953_42345019	0.68	0.74	0.64	0.86	0.37	0.31	0.6	0.54	0.68	0.76	0.92	0.76	0.75	0.7	0.7	0.72
chr8_+_42352519_42352568_42354417_42354521_42355516_42355567	0	0.09	0.15	0.16	0.11	0	0.04	0.11	0.01	0.01	0.4	0.38	0.09	0.07	0.06	0
chr8_+_56211810_56211837_56212762_56212889_56214598_56214667	0.42	0.49	0.59	0.52	0.12	0.13	0.49	0.38	0.11	0.31	0.37	0.18	0.44	0.6	0.64	0.56
chr8_+_56211810_56211837_56212762_56212909_56214598_56214667	0.4	0.5	0.57	0.61	0.36	0.21	0.51	0.38	0.24	0.13	0.41	0.39	0.44	0.54	0.66	0.63
chr8_+_73026940_73027052_73030336_73030395_73032042_73032133	0.05	0.13	0.46	0.33	0.04	0.02	0.25	0.35	0.37	0.45	0.27	0.3	0.17	0.17	0.44	0
chr8_+_73978756_73978861_73979079_73979171_73981155_73981366	0.04	0.14	0.12	0.13	0.27	0.03	0.11	0.09	0.04	0.12	0.4	0.56	0.11	0.03	0.09	0
chr8_+_86435458_86435527_86435633_86435704_86438585_86438673	0.96	0.97	0.99	1	0.62	0.63	1	0.98	0.98	0.98	1	0.99	1	1	0.99	0.99
chr8_+_97713662_97713769_97719049_97719189_97722879_97723035	0.97	0.97	0.99	1	0.79	0.83	0.92	0.97	0.97	0.96	0.91	0.89	0.88	1	0.99	0.99
chr8_+_135581878_135582073_135606955_135607037_135645059_135645117	0.95	0.89	0.95	0.98	0.87	0.93	0.98	0.97	0.93	0.89	0.92	0.87	0.97	0.95	0.91	0.97
chr8_+_135607010_135607037_135645059_135645117_135646993_135647026	0.92	0.99	0.89	0.9	0.99	1	0.94	0.98	0.97	0.84	0.93	0.9	0.96	0.98	1	0.92
chr8_+_144312142_144312244_144312628_144312711_144313511_144313616	0.2	0.12	0.31	0.38	0.04	0	0.1	0.14	0.16	0.18	0	0.18	0.09	0.07	0.04	0.04
chr8_-_8786025_8786055_8790324_8790434_8797365_8797491	0.05	0.04	0.05	0.08	0	0.01	0.03	0.05	0.03	0	0.12	0.12	0	0.05	0	0.05
chr8_-_17715767_17715901_17723672_17723833_17743604_17743799	0.71	0.47	0.54	0.59	0.39	0.7	0.58	0.66	0.62	0.71	0.67	0.67	0.67	0.76	0.74	0.41
chr8_-_17755621_17755961_17758140_17758204_17801061_17801094	0.15	0.08	0.16	0.08	0.02	0.02	0.17	0.11	0.12	0.16	0.25	0.09	0.07	0.02	0.18	0.06
chr8_-_17881999_17882179_17885492_17885571_17895447_17895517	0.97	0.97	0.99	0.99	1	0.99	0.98	0.99	0.94	0.93	0.98	0.99	0.97	0.96	0.97	0.96
chr8_-_17885520_17885571_17891681_17891807_17895447_17895517	0.3	0.31	0.31	0.28	0.57	0.52	0.27	0.23	0.39	0.42	0.21	0.19	0.31	0.24	0.46	0.46
chr8_-_17885520_17885571_17891681_17891829_17895447_17895517	0	0	0	0.01	0	0.02	0	0	0.01	0	0	0	0	0	0.01	0.01
chr8_-_18063185_18063230_18064457_18064531_18067220_18067298	1	0.97	1	0.97	0.97	0.94	1	0.98	0.99	0.98	0.99	0.98	0.98	0.99	0.95	1
chr8_-_27748077_27748279_27748495_27748598_27752512_27752587	0.89	0.9	0.93	0.94	0.86	0.89	0.92	0.9	0.9	0.96	0.94	0.91	0.84	0.96	0.94	0.88
chr8_-_27752512_27752587_27756719_27756770_27762419_27762458	0.75	0.77	0.81	0.82	0.73	0.69	0.75	0.72	0.9	0.86	0.87	0.72	0.76	0.82	0.86	0.76
chr8_-_30069874_30070059_30073877_30074055_30082847_30082948	0.93	0.91	0.89	0.88	0.83	0.77	0.87	0.89	0.97	0.93	0.87	0.98	0.96	0.91	0.95	0.97
chr8_-_38428363_38428435_38429682_38429948_38457356_38457534	0.39	0.45	0.28	0.3	0.84	1	0.37	0.35	0.34	0.27	0.39	0.27	0.41	0.67	0.29	0.4
chr8_-_53801799_53801896_53811164_53811217_53814662_53814766	0.66	0.68	0.8	0.84	0.77	0.83	0.94	0.97	0.91	0.92	0.81	0.82	0.73	0.89	0.81	0.86
chr8_-_54000010_54000050_54010430_54010492_54022063_54022125	0.99	0.97	0.95	0.95	0.88	0.86	0.96	0.97	0.96	0.93	0.97	0.96	1	0.93	0.95	0.89
chr8_-_54063328_54063375_54065748_54065813_54100908_54100939	0.97	0.93	0.92	0.91	0.8	0.95	0.97	0.96	0.77	0.82	1	1	0.97	0.85	0.89	0.93
chr8_-_61643386_61643433_61643945_61644001_61644600_61644632	0.84	0.86	0.83	0.82	0.5	0.47	0.95	0.92	0.39	0.41	0.56	0.59	0.73	0.81	0.84	0.86
chr8_-_61644600_61644632_61646750_61646878_61651050_61651086	0.8	0.83	0.85	0.83	0.54	0.53	0.91	0.87	0.65	0.68	0.72	0.7	0.65	0.67	0.82	0.89
chr8_-_67045812_67045960_67047685_67047859_67051230_67051341	0.03	0.05	0.1	0.07	0	0	0.07	0.03	0.05	0.06	0.06	0.06	0.13	0.1	0.17	0.06
chr8_-_73688654_73688813_73709032_73709162_73738284_73738349	0.07	0.11	0.31	0.25	0.16	0.14	0.22	0.24	0.37	0.31	0.02	0.12	0.11	0.14	0.2	0.3
chr8_-_73810474_73810629_73825147_73825249_73830381_73830472	0.93	0.97	0.96	0.93	0.9	1	0.85	0.95	0.94	0.92	0.93	0.9	0.96	0.9	0.85	1
chr8_-_73955911_73956054_73959765_73959818_73972077_73972123	1	0.98	0.96	0.98	0.93	0.93	0.94	0.97	0.99	0.99	1	0.95	0.97	0.97	0.94	0.95
chr8_-_76986187_76986296_76988307_76988338_76999990_77000078	0.61	0.66	0.81	0.88	0.94	0.89	0.98	0.9	0.91	0.87	0.91	0.81	0.95	0.88	0.68	0.78
chr8_-_85214556_85214631_85214921_85215037_85217386_85217502	0.96	0.85	0.86	0.9	0.09	0.04	0.95	0.93	0.89	0.83	0.84	0.74	0.84	0.79	0.8	0.7
chr8_-_85217386_85217502_85219236_85219360_85220306_85220339	0.05	0.03	0.06	0.09	0.14	0.18	0.11	0.13	0.03	0.04	0.07	0.09	0.03	0.04	0.03	0.02
chr8_-_85217386_85217502_85219236_85219363_85220306_85220339	0.2	0.19	0.3	0.29	0.52	0.51	0.37	0.41	0.19	0.18	0.13	0.29	0.2	0.2	0.1	0.15
chr8_-_85217386_85217502_85219322_85219360_85220306_85220339	0.02	0.02	0.05	0.05	0.05	0.18	0.04	0.03	0	0.02	0	0.02	0.02	0	0	0
chr8_-_85217386_85217502_85219323_85219363_85220306_85220339	0.16	0.14	0.24	0.19	0.48	0.48	0.27	0.28	0.07	0.08	0.11	0.21	0.05	0.09	0.07	0.1
chr8_-_98042645_98042775_98044943_98045088_98045347_98045399	1	1	1	1	1	0.99	1	1	1	1	1	1	1	1	1	1
chr8_-_98106272_98106326_98108646_98108751_98117032_98117110	0.98	0.96	0.88	0.95	0.95	1	0.99	0.94	0.74	0.82	0.96	0.96	0.98	0.98	0.97	0.96
chr8_-_102843554_102843747_102849987_102850144_102858013_102858102	0.05	0.04	0.06	0.1	0.05	0.07	0.06	0.09	0.27	0.09	0.07	0.05	0.05	0.06	0.12	0.09
chr8_-_102843554_102843747_102849999_102850144_102858013_102858102	0.28	0.37	0.24	0.38	0.14	0.35	0.23	0.16	0.68	0.56	0.52	0.41	0.42	0.25	0.3	0.28
chr8_-_103403164_103403324_103404776_103404861_103407634_103407784	0.9	0.87	0.91	0.98	0.91	0.96	0.85	0.91	1	0.96	0.93	0.94	1	0.88	1	1
chr8_-_116658886_116658980_116726016_116726172_116755666_116755784	0.98	0.97	0.99	0.98	0.98	0.95	0.98	0.98	0.98	0.97	0.96	0.95	0.96	1	0.97	0.99
chr8_-_119744288_119744393_119744881_119745036_119746705_119746934	0.07	0	0.15	0.08	0.01	0.1	0.1	0.13	0.09	0.09	0	0.12	0	0.2	0.44	0.18
chr8_-_124518818_124518881_124522151_124522200_124522937_124523002	0.83	0.84	0.76	0.78	0.75	0.85	0.85	0.88	0.73	0.77	0.89	0.79	0.93	0.93	0.83	0.9
chr8_-_129871433_129871496_129879389_129879471_129903312_129903350	0.74	0.89	0.83	0.9	0.88	0.87	0.89	0.94	0.88	0.9	1	0.93	0.79	0.8	0.82	0.81
chr8_-_129903312_129903350_129904499_129904585_129970943_129970972	0.54	0.45	0.33	0.45	0.37	0.52	0.5	0.73	0.17	0.25	0.45	0.91	0.25	0.31	0.44	0.64
chr8_-_130079902_130079971_130091973_130092143_130112094_130112322	0.79	0.78	0.96	0.78	0.83	0.82	0.69	0.79	0.78	0.65	0.66	0.79	0.88	0.82	0.9	0.8
chr8_-_140675460_140675499_140686632_140686694_140700891_140701022	0.95	0.93	0.92	0.9	0.78	0.88	0.89	0.87	0.9	0.93	0.92	0.93	0.9	0.92	0.91	0.95
chr8_-_140864312_140864399_140879471_140879637_140890543_140890603	0.5	0.66	0.61	0.71	0.47	0.62	0.71	0.85	0.48	0.55	0.68	0.79	0.81	0.79	0.53	0.63
chr8_-_143581286_143581328_143586219_143586290_143586729_143586849	0.86	0.85	0.88	0.9	0.62	0.57	0.91	0.94	0.94	0.97	0.98	0.96	0.91	0.89	0.91	0.88
chr8_-_143806924_143807013_143807552_143807614_143808609_143808677	0.78	0.81	0.75	0.86	0.78	0.85	0.53	0.45	0.64	0.59	0.94	0.83	0.72	0.96	0.77	0.88
chr8_-_143818373_143818534_143820666_143820716_143821597_143821686	0.65	0.65	0.66	0.69	0.24	0.16	0.63	0.57	0.77	0.72	0.43	0.56	0.61	0.62	0.4	0.48
chr8_-_144098866_144098994_144099081_144099205_144099277_144099322	0.92	0.75	0.93	0.92	0.85	0.88	0.88	0.84	0.84	0.84	0.87	0.72	0.76	0.79	0.91	0.97
chr9_+_731158_731266_732378_732617_734748_734835	0.97	0.94	0.95	0.98	0.96	0.93	0.86	0.92	0.91	0.95	0.94	0.9	0.9	0.94	0.99	1
chr9_+_740792_740934_742205_742405_744491_744589	1	0.96	1	0.98	0.92	0.98	0.98	0.99	0.9	1	0.91	0.9	0.94	0.98	1	1
chr9_+_5753200_5753238_5753536_5753646_5754841_5754930	0.87	0.91	1	0.92	0.48	0.56	0.87	0.92	0.34	0.56	0.96	0.81	1	1	0.75	0.82
chr9_+_6486871_6486925_6492303_6492401_6493826_6493932	0.22	0.11	0.16	0.14	0.15	0.06	0.03	0.09	0.13	0.07	0.09	0.14	0.12	0.05	0.07	0.05
chr9_+_19336270_19336414_19336686_19336832_19340992_19341044	0.59	0.63	0.69	0.65	0.68	0.65	0.85	0.55	0.86	0.65	0.71	0.66	0.78	0.69	0.93	0.87
chr9_+_33900174_33900271_33911964_33912098_33917018_33920399	0.97	0.97	0.95	0.95	0.91	0.93	0.95	0.9	0.95	0.93	0.95	0.93	0.93	0.94	0.95	0.94
chr9_+_36581644_36581739_36583627_36583712_36589536_36589652	0.52	0.81	0.59	0.69	0.69	0.9	0.73	0.64	0.43	0.48	0.56	0.82	0.69	0.74	0.71	0.84
chr9_+_37854819_37854982_37857241_37857351_37860048_37860193	0.73	0.82	0.83	0.73	0.31	0.08	0.41	0.46	0.85	0.89	0.62	0.77	0.55	0.71	0.74	0.78
chr9_+_40992295_40992775_40993253_40993434_40994633_40994699	0.58	0.63	0.35	0.59	0.06	0.28	0.6	0.55	0.73	0.42	0.83	0.69	0.62	0.5	0.47	0.63
chr9_+_65692571_65692608_65693386_65693473_65698515_65698561	0.29	0.3	0.28	0.35	0.14	0.11	0.46	0.58	0.15	0.11	0.29	0.62	0.31	0.35	0.53	0.27
chr9_+_69046385_69046482_69053140_69053260_69064938_69065035	0.96	0.96	0.92	0.98	0.93	0.82	0.99	0.95	0.96	0.92	1	1	1	0.99	0.98	0.97
chr9_+_69248012_69248224_69249375_69249485_69251035_69251364	0.8	0.83	0.93	0.96	0.8	0.9	0.9	0.97	0.9	0.92	0.94	0.99	0.92	0.97	0.9	0.91
chr9_+_70344144_70344269_70346605_70346649_70347066_70347161	0.92	0.91	0.9	0.94	0.73	0.67	0.43	0.37	0.52	0.38	0.67	0.27	1	0.86	1	1
chr9_+_78317676_78317804_78328051_78328188_78328981_78329454	0.95	0.96	0.94	0.91	0.83	0.93	0.93	0.91	0.98	0.99	0.95	0.98	0.97	0.99	0.99	0.99
chr9_+_94453958_94454070_94456240_94456337_94458322_94458464	0.97	0.85	0.9	0.82	0.86	0.78	0.7	0.9	0.81	0.91	0.95	0.9	1	1	0.94	0.78
chr9_+_101399089_101399189_101399395_101399530_101399926_101400010	0.4	0.47	0.44	0.3	0.19	0.2	0.22	0.09	0.49	0.59	0.67	0.58	0.27	0.21	0.53	0.44
chr9_+_110138171_110138539_110156319_110156497_110168399_110168406	0.5	0.5	0.52	0.67	0.61	0.43	0.43	0.47	0.59	0.66	0.41	0.65	0.64	0.94	0.29	0.73
chr9_+_112380122_112380180_112403995_112404158_112405624_112405722	0.93	0.94	0.88	0.95	0.86	0.88	0.9	0.95	0.95	0.95	0.87	0.91	0.85	0.99	0.93	0.87
chr9_+_112408907_112409021_112416841_112416944_112418860_112418958	0.96	0.95	0.96	1	0.9	1	0.94	0.94	0.99	1	0.98	0.91	0.98	0.98	0.9	0.95
chr9_+_114183022_114183075_114194404_114194457_114195959_114196012	0.52	0.7	0.58	0.54	0.41	0.22	0.51	0.62	0.68	0.77	0.54	0.58	0.67	0.64	0.64	0.52
chr9_+_114210982_114211026_114217770_114218210_114219791_114219844	0.07	0.04	0.04	0.05	0.02	0	0.05	0.05	0.02	0.08	0	0	0.1	0.16	0.13	0.1
chr9_+_114245866_114245910_114250615_114250668_114252593_114252646	1	0.95	0.98	0.94	0.44	0.53	0.97	0.95	0.6	0.78	0.88	0.93	0.96	0.96	0.95	0.95
chr9_+_114266565_114266618_114267504_114267557_114269241_114269294	0.97	0.98	1	0.99	1	1	0.97	0.98	1	1	1	1	0.97	0.95	1	0.94
chr9_+_114267504_114267557_114269241_114269294_114270728_114270781	0.98	0.99	0.94	0.96	0.89	0.97	0.89	0.89	0.76	0.66	0.93	0.89	0.93	0.86	0.94	0.95
chr9_+_122264926_122264938_122265462_122265545_122270864_122271075	0	0.08	0.18	0.03	0.09	0.13	0.2	0.12	0	0.03	0.17	0	0.09	0.1	0.14	0.07
chr9_+_122264926_122264938_122265462_122265780_122270864_122271075	0.09	0.21	0.11	0.12	0.12	0.21	0.17	0.09	0	0.05	0.1	0.03	0.09	0.25	0.2	0.21
chr9_+_125207564_125207721_125213370_125213522_125220539_125220658	0.74	0.81	0.83	0.89	0.88	0.8	0.9	0.87	0.84	0.92	0.81	0.76	0.85	0.87	0.85	0.78
